#LB_label,#LA_label,#ID,FormationEnergy,Total_MW,MW,AMW,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR05,nR06,nR08,nR09,nR10,nR11,nR12,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCONHR,nRCONR2,nROCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nRCN,nN(CO)2,nRSR,nArX,nCXr=,nCconjX,nPyrrolidines,nPyrroles,nThiophenes,nPyridines,nPyrazines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-015,C-016,C-017,C-018,C-019,C-020,C-024,C-025,C-026,C-027,C-028,C-033,C-034,C-035,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,O-058,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,F-084,F-085,Cl-089,S-107,S-108,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP,GVWAI-80,GVWAI-50,Inflammat-80,Inflammat-50,Depressant-80,Hypertens-80,Hypnotic-80,Neoplastic-80,Neoplastic-50,Infective-80,Infective-50,la_MW,la_AMW,la_Mv,la_Me,la_Mp,la_Ms,la_nAT,la_nSK,la_nBT,la_nBO,la_nBM,la_SCBO,la_ARR,la_nCIC,la_nCIR,la_RBN,la_RBF,la_nAB,la_nH,la_nC,la_nF,la_nCL,la_nB,la_nHM,la_nX,la_nR06,la_nBnz,la_nCar,la_nCb-,la_nArX,la_nHAcc,la_C-026,la_H-050,la_F-084,la_Cl-090,la_B-112,la_Ui,la_Hy,la_MLOGP,la_LAI
1,11,C6H8N2O:BI3,-52.8192879,515.67,124.16,7.3,0.61,1.01,0.63,3.04,17,9,16,8,3,12,0,0,0,1,0.063,2,1,0,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.001,34.737,52.89,52.89,-0.073,0.313,0,0,0,0,0,0,0,0,0,0,0,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.604,0
2,1,C8H7NO2S:AlCl3,-79.2129163,314.56,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.364,0
2,2,C8H7NO2S:AlH3,-38.4454619,211.24,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1.041,0
2,3,C8H7NO2S:C18F15Al,-121.1240386,709.39,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,0,1,15,3,3,18,18,15,15,15,0,15,0,0,4.248,-0.525,7.875,1
2,4,C8H7NO2S:C3H9Al,-40.9268223,253.33,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646,1.364,0
2,5,C8H7NO2S:C2H5AlCl2,-62.2345941,308.18,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,-0.359,1.817,0
2,6,C8H7NO2S:BH3,-54.4368586,195.07,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1.041,0
2,7,C8H7NO2S:BF3,-23.5570379,249.04,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0.546,0
2,8,C8H7NO2S:BCl3,-9.2653902,298.39,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1.364,0
2,9,C8H7NO2S:BBr3,-16.4193531,431.74,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.026,0
2,11,C8H7NO2S:BI3,-20.3583911,572.74,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.604,0
2,12,C8H7NO2S:O2S,-33.6854301,245.3,181.23,9.54,0.68,1.03,0.73,2.68,19,12,20,13,7,17.5,0.385,2,3,0,0,2,0,5,7,8,1,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-0.646,47.091,39.07,67.31,1.074,1.302,0,0,0,0,0,0,0,0,0,1,0,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.585,0,-2.379,0
3,1,C7H8N2O2S:AlCl3,-48.6720478,317.57,184.24,9.21,0.64,1.03,0.69,2.94,20,12,20,12,4,16,0,1,1,0,0,4,0,0,8,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.322,-0.565,48.137,44,76.09,0.606,0.741,1,0,0,0,0,0,1,0,0,1,0,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.364,0
3,2,C7H8N2O2S:AlH3,-19.3399595,214.25,184.24,9.21,0.64,1.03,0.69,2.94,20,12,20,12,4,16,0,1,1,0,0,4,0,0,8,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.322,-0.565,48.137,44,76.09,0.606,0.741,1,0,0,0,0,0,1,0,0,1,0,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1.041,0
3,3,C7H8N2O2S:C18F15Al,-35.1654246,712.4,184.24,9.21,0.64,1.03,0.69,2.94,20,12,20,12,4,16,0,1,1,0,0,4,0,0,8,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.322,-0.565,48.137,44,76.09,0.606,0.741,1,0,0,0,0,0,1,0,0,1,0,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,3,3,3,0.083,18,0,18,15,0,0,1,15,3,3,18,18,15,15,15,0,15,0,0,4.248,-0.525,7.875,1
3,5,C7H8N2O2S:C2H5AlCl2,-38.0479612,311.19,184.24,9.21,0.64,1.03,0.69,2.94,20,12,20,12,4,16,0,1,1,0,0,4,0,0,8,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.322,-0.565,48.137,44,76.09,0.606,0.741,1,0,0,0,0,0,1,0,0,1,0,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,-0.359,1.817,0
3,6,C7H8N2O2S:BH3,-31.9234569,198.08,184.24,9.21,0.64,1.03,0.69,2.94,20,12,20,12,4,16,0,1,1,0,0,4,0,0,8,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.322,-0.565,48.137,44,76.09,0.606,0.741,1,0,0,0,0,0,1,0,0,1,0,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1.041,0
