#SMILES,BF3_Affinity,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nBridgehead,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,nHRing,n5HRing,n6HRing,n7HRing,naRing,n5aRing,n6aRing,naHRing,n5aHRing,n6aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,nAHRing,n5AHRing,n6AHRing,n7AHRing,nFRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,nG12FRing,nFHRing,n8FHRing,n11FHRing,nFARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,nG12FARing,nFAHRing,n8FAHRing,n11FAHRing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW
CN(C)C1=CC=C(C=C1)[N+](=O)[O-],78.13,0,6,6,22,12,0,10,8,2,2,0,0,0,0,0,0,0,22,12,15,1,0,6,7,18,4,0,0,0,6,0,0,0,0,0,0.25,14.66666667,13.83565065,13.65466436,22.42680262,21.70980392,22.056,14.27061677,25.07669689,0.666666667,0.628893212,0.620666562,1.019400119,0.986809269,1.002545455,0.648664398,1.139849859,12.04,0.272727273,3,0,23.83193,12.90807,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.166666667,1.6608,47.4234,152.6960211,166.0742276,7.548828525
CN(C)C1=CC=C(C=C1)C#N,87.12,0,6,6,21,11,0,10,9,2,0,0,0,0,0,0,0,0,21,11,14,0,1,6,7,17,3,1,0,0,5,1,0,0,0,0,0.25,13,12.17159271,13.22506615,20.76547706,20.01176471,20.256,14.31013772,23.65792474,0.619047619,0.579599653,0.629765055,0.988832241,0.952941176,0.964571429,0.68143513,1.126567845,11.02,0.285714286,2,0,23.89793,12.31207,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,1.62428,45.484,149.7750935,146.0843983,6.95639992
CCOC(=O)c1ccc(cc1)N(C)C,92.32,0,6,6,29,14,0,15,11,1,2,0,0,0,0,0,0,0,29,14,22,1,0,6,7,25,4,0,0,1,5,1,2,0,0,0,0.363636364,17.33333333,16.08908501,17.2512703,28.98324836,27.83137255,28.228,18.60832036,32.82418275,0.597701149,0.554796035,0.59487139,0.999422357,0.959702502,0.97337931,0.641666219,1.131868371,14.03,0.206896552,3,0,31.075895,19.362105,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.214285714,1.9293,56.7255,193.5872162,193.1102787,6.658975128
CN(C)C1=CC=CC=C1,109.16,0,6,6,20,9,0,11,8,1,0,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,0,0,6,0,0,0,0,0,0.25,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.745277,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.7526,40.769,126.7552655,121.0891494,6.054457468
CC1=CC=C(C=C1)N(C)C,111.17,0,6,6,23,10,0,13,9,1,0,0,0,0,0,0,0,0,23,10,17,0,0,6,6,20,3,0,0,0,5,1,1,0,0,0,0.333333333,12.33333333,11.25718092,13.27984429,22.43408594,21.40784314,21.668,14.84928683,25.99012096,0.536231884,0.489442649,0.577384534,0.975395041,0.930775789,0.942086957,0.645621166,1.130005259,10.01,0.260869565,1,0,24.798309,14.751691,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,2.06102,45.506,144.0512508,135.1047994,5.874121714
CCN(CC)CC,135.87,1,0,0,22,7,0,15,6,1,0,0,0,0,0,0,0,0,21,6,21,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,1,9.666666667,8.425027059,10.82167209,21.3219228,20.13333333,20.428,12.64784132,25.4054106,0.439393939,0.382955775,0.491894186,0.969178309,0.915151515,0.928545455,0.574901878,1.154791391,6.01,0,1,0,21.121895,16.758105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1.3481,33.462,123.3291309,101.1204495,4.596384067
CN(C)C1CCCCC1,137.85,1,0,0,26,9,0,17,8,1,0,0,0,0,0,0,0,0,26,9,26,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,1,12,10.5928732,13.3634999,25.20975965,23.85882353,24.188,15.44639581,29.82070025,0.461538462,0.4074182,0.513980765,0.96960614,0.917647059,0.930307692,0.594092146,1.14695001,9.01,0.230769231,1,0,25.795481,18.764519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.8807,40.56,145.5646424,127.1360995,4.889849982
CN1CCCC1,139.51,1,0,0,17,6,0,11,5,1,0,0,0,0,0,0,0,0,17,6,17,0,0,0,0,17,0,0,0,0,0,0,2,2,0,0,1,8,7.089334776,8.738016487,16.54624909,15.68235294,15.908,10.05073234,19.57483131,0.470588235,0.417019693,0.51400097,0.97330877,0.922491349,0.935764706,0.591219549,1.151460665,6.01,0.294117647,1,0,16.784723,12.745277,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,26.731,93.67668672,85.08914935,5.00524408
CN(C)C,139.53,1,0,0,13,4,0,9,3,1,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,5.666666667,4.921488635,6.196188683,12.65841224,11.95686275,12.148,7.252177844,15.15954166,0.435897436,0.378576049,0.476629899,0.973724018,0.919758673,0.934461538,0.557859834,1.16611859,3.01,0,1,0,12.111137,10.738863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1778,19.611,71.44117522,59.07349929,4.54411533
C1CN2CCN1CC2,142.76,2,0,0,20,8,2,12,6,2,0,0,0,0,0,0,0,0,21,9,21,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,1,10.33333333,9.339438848,10.76689395,19.65331391,18.7372549,19.016,12.10869222,23.07321439,0.516666667,0.466971942,0.538344698,0.982665696,0.936862745,0.9508,0.605434611,1.15366072,25.02,0.4,2,0,20.221516,15.458484,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,-0.3824,32.88,105.8129736,112.1000484,5.605002419
C1CN2CCC1CC2,150.01,1,0,0,21,8,2,13,7,1,0,0,0,0,0,0,0,0,22,9,22,0,0,0,0,22,0,0,0,0,0,0,3,3,1,0,1,10.33333333,9.257180917,11.27984429,20.43408594,19.40784314,19.668,12.84928683,23.99012096,0.492063492,0.440818139,0.537135442,0.973051712,0.924183007,0.936571429,0.611870801,1.142386712,25.01,0.380952381,1,0,21.458309,14.751691,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1.1021,33.781,112.1121982,111.1047994,5.290704734
CC(C)(C)C1=CC=CC=N1,80.1,0,6,6,23,10,0,13,9,1,0,0,0,0,0,0,0,0,23,10,17,0,0,6,6,20,3,0,0,1,4,0,3,0,0,1,0.444444444,12.33333333,11.25718092,13.27984429,22.43408594,21.40784314,21.668,14.84928683,25.99012096,0.536231884,0.489442649,0.577384534,0.975395041,0.930775789,0.942086957,0.645621166,1.130005259,10.01,0.260869565,1,0,24.798309,14.181691,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3791,42.937,144.0512508,135.1047994,5.874121714
C1=CC=NC(=C1)C(F)(F)F,82.46,0,6,6,14,10,0,4,6,1,0,0,0,3,0,0,0,3,14,10,8,0,0,6,6,11,3,0,0,1,4,0,1,0,0,0,0.166666667,12.33333333,12.24712427,9.781283126,15.30881282,15.3254902,15.668,9.256390419,16.7631477,0.880952381,0.874794591,0.69866308,1.09348663,1.094677871,1.119142857,0.661170744,1.197367693,10.04,0.428571429,1,0,15.458172,8.491828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1004,29.239,110.365972,147.0295838,10.50211313
C1=CC=NC(=C1)Br,95.37,0,6,6,11,7,0,4,5,1,0,0,0,0,0,1,0,1,11,7,5,0,0,6,6,8,3,0,0,2,3,0,0,0,0,0,0,12.66666667,13.15444176,8.13036841,11.11107065,10.80392157,10.844,9.082138922,12.17047255,1.151515152,1.195858342,0.739124401,1.010097332,0.982174688,0.985818182,0.825648993,1.106406595,7.02,0.545454545,1,0,15.167172,6.532828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8441,31.937,94.15092918,156.9527112,14.26842829
C1=CC=NC(=C1)C#N,96.2,0,6,6,12,8,0,4,6,2,0,0,0,0,0,0,0,0,12,8,5,0,1,6,7,8,3,1,0,1,4,0,0,0,0,0,0,9,8.668054284,8.59958274,12.1019665,11.83529412,11.976,8.914474251,13.41205581,0.75,0.722337857,0.716631895,1.008497208,0.98627451,0.998,0.742872854,1.117671317,8.02,0.5,2,0,14.887172,5.722828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95328,28.952,97.8871378,104.0374481,8.669787344
C1=CC=NC(=C1)Cl,96.28,0,6,6,11,7,0,4,5,1,0,0,0,0,1,0,0,1,11,7,5,0,0,6,6,8,3,0,0,2,3,0,0,0,0,0,0,9.666666667,9.453334443,7.932475066,11.20429716,10.88235294,10.88,8.561180838,12.2729414,0.878787879,0.85939404,0.721134097,1.018572469,0.989304813,0.989090909,0.778289167,1.115721945,7.02,0.545454545,1,0,14.297172,5.662828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735,29.247,90.0783779,113.0032268,10.27302062
C1=CC=NC(=C1)F,96.76,0,6,6,11,7,0,4,5,1,0,0,0,1,0,0,0,1,11,7,5,0,0,6,6,8,3,0,0,2,3,0,0,0,0,0,0,8.333333333,8.083623612,7.488173825,11.39548434,11.20392157,11.388,7.589324551,12.66859426,0.757575758,0.734874874,0.680743075,1.035953122,1.018538324,1.035272727,0.689938596,1.151690388,7.02,0.545454545,1,0,12.674172,6.265828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2207,24.195,80.93486883,97.03277735,8.821161577
CC1=NC(=CC=C1)C,97.73,0,6,6,17,8,0,9,7,1,0,0,0,0,0,0,0,0,17,8,11,0,0,6,6,14,3,0,0,0,5,0,2,0,0,0,0.285714286,9.666666667,8.921488635,10.19618868,16.65841224,15.95686275,16.148,11.25217784,19.15954166,0.568627451,0.524793449,0.599775805,0.979906602,0.938638985,0.949882353,0.661892814,1.127031863,8.01,0.352941176,1,0,18.791137,10.168863,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69844,33.711,109.4592803,107.0734993,6.298441135
CN(C)C1=CC=CC=N1,97.93,0,6,6,19,9,0,10,7,2,0,0,0,0,0,0,0,0,19,9,13,0,0,6,6,16,3,0,0,2,3,0,0,0,0,0,0.285714286,11,10.17159271,11.22506615,18.76547706,18.01176471,18.256,12.31013772,21.65792474,0.578947368,0.535346985,0.590792955,0.987656687,0.947987616,0.960842105,0.647901986,1.139890776,9.02,0.315789474,2,0,20.55793,12.88207,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.1476,38.564,120.4560409,122.0843983,6.425494648
CC1=CC(=NC(=C1)C)C,101.03,0,6,6,20,9,0,11,8,1,0,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,0,0,4,1,3,0,0,0,0.375,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.175277,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00686,38.448,126.7552655,121.0891494,6.054457468
C1=CC=C(C=C1)C2=CC=CC=N2,103.35,0,12,12,21,12,0,9,11,1,0,0,0,0,0,0,0,0,22,13,10,0,0,12,12,16,6,0,0,1,9,1,0,0,0,0,0,13.66666667,12.92148864,14.19618868,20.65841224,19.95686275,20.148,15.25217784,23.15954166,0.650793651,0.615308983,0.676008985,0.983733916,0.950326797,0.959428571,0.726294183,1.102835317,37.01,0.571428571,1,0,25.471137,10.168863,2,0,0,0,2,0,1,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,2.7486,49.673,147.4773854,155.0734993,7.384452347
COC1=CC=CC=N1,109.73,0,6,6,15,8,0,7,6,1,1,0,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256
C1=CC(=CN=C1)C#N,110.36,0,6,6,12,8,0,4,6,2,0,0,0,0,0,0,0,0,12,8,5,0,1,6,7,8,3,1,0,2,2,1,0,0,0,0,0,9,8.668054284,8.59958274,12.1019665,11.83529412,11.976,8.914474251,13.41205581,0.75,0.722337857,0.716631895,1.008497208,0.98627451,0.998,0.742872854,1.117671317,8.02,0.5,2,0,14.887172,5.722828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95328,28.952,97.8871378,104.0374481,8.669787344
C1=CN=CN=C1,113.02,0,6,6,10,6,0,4,4,2,0,0,0,0,0,0,0,0,10,6,4,0,0,6,6,7,3,0,0,2,1,0,0,0,0,0,0,7,6.668054284,6.59958274,10.1019665,9.835294118,9.976,6.914474251,11.41205581,0.7,0.666805428,0.659958274,1.01019665,0.983529412,0.9976,0.691447425,1.141205581,6.02,0.6,2,0,11.547172,6.292828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4766,22.032,68.56808525,80.03744813,8.003744813
C1=CN=CC=C1C#N,113.27,0,6,6,12,8,0,4,6,2,0,0,0,0,0,0,0,0,12,8,5,0,1,6,7,8,3,1,0,2,2,1,0,0,0,0,0,9,8.668054284,8.59958274,12.1019665,11.83529412,11.976,8.914474251,13.41205581,0.75,0.722337857,0.716631895,1.008497208,0.98627451,0.998,0.742872854,1.117671317,8.02,0.5,2,0,14.887172,5.722828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95328,28.952,97.8871378,104.0374481,8.669787344
C=CC1=CC=CC=N1,115.55,0,6,6,15,8,0,7,7,1,0,0,0,0,0,0,0,0,15,8,8,1,0,6,7,11,4,0,0,2,5,0,0,0,0,0,0,9.333333333,8.753642494,9.654360879,14.77057538,14.23137255,14.388,10.45362335,16.74425202,0.622222222,0.583576166,0.643624059,0.984705025,0.94875817,0.9592,0.696908224,1.116283468,8.01,0.4,1,0,17.457551,8.162449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1.7246,34.328,106.8228214,105.0578492,7.003856615
C1=CN=CC=C1C(F)(F)F,115.75,0,6,6,14,10,0,4,6,1,0,0,0,3,0,0,0,3,14,10,8,0,0,6,6,11,3,0,0,2,2,1,1,0,0,0,0.166666667,12.33333333,12.24712427,9.781283126,15.30881282,15.3254902,15.668,9.256390419,16.7631477,0.880952381,0.874794591,0.69866308,1.09348663,1.094677871,1.119142857,0.661170744,1.197367693,10.04,0.428571429,1,0,15.458172,8.491828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1004,29.239,110.365972,147.0295838,10.50211313
C1=CC(=CN=C1)C(F)(F)F,116.44,0,6,6,14,10,0,4,6,1,0,0,0,3,0,0,0,3,14,10,8,0,0,6,6,11,3,0,0,2,2,1,1,0,0,0,0.166666667,12.33333333,12.24712427,9.781283126,15.30881282,15.3254902,15.668,9.256390419,16.7631477,0.880952381,0.874794591,0.69866308,1.09348663,1.094677871,1.119142857,0.661170744,1.197367693,10.04,0.428571429,1,0,15.458172,8.491828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1004,29.239,110.365972,147.0295838,10.50211313
C1=CC(=CN=C1)Br,118.08,0,6,6,11,7,0,4,5,1,0,0,0,0,0,1,0,1,11,7,5,0,0,6,6,8,3,0,0,2,3,0,0,0,0,0,0,12.66666667,13.15444176,8.13036841,11.11107065,10.80392157,10.844,9.082138922,12.17047255,1.151515152,1.195858342,0.739124401,1.010097332,0.982174688,0.985818182,0.825648993,1.106406595,7.02,0.545454545,1,0,15.167172,6.532828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8441,31.937,94.15092918,156.9527112,14.26842829
CC(C)C1=CC=CC=N1,118.67,0,6,6,20,9,0,11,8,1,0,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,0,1,4,0,2,0,1,0,0.375,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.175277,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,2.205,38.326,126.7552655,121.0891494,6.054457468
C1=CC(=CN=C1)Cl,118.79,0,6,6,11,7,0,4,5,1,0,0,0,0,1,0,0,1,11,7,5,0,0,6,6,8,3,0,0,2,3,0,0,0,0,0,0,9.666666667,9.453334443,7.932475066,11.20429716,10.88235294,10.88,8.561180838,12.2729414,0.878787879,0.85939404,0.721134097,1.018572469,0.989304813,0.989090909,0.778289167,1.115721945,7.02,0.545454545,1,0,14.297172,5.662828,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735,29.247,90.0783779,113.0032268,10.27302062
CCCC1=CC=CC=N1,119.62,0,6,6,20,9,0,11,8,1,0,0,0,0,0,0,0,0,20,9,14,0,0,6,6,17,3,0,0,1,4,0,1,2,0,0,0.375,11,10.08933478,11.73801649,19.54624909,18.68235294,18.908,13.05073234,22.57483131,0.55,0.504466739,0.586900824,0.977312454,0.934117647,0.9454,0.652536617,1.128741566,9.01,0.3,1,0,21.794723,12.175277,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.222222222,2.0341,38.232,126.7552655,121.0891494,6.054457468
CC(=O)C1=CN=CC=C1,119.63,0,6,6,16,9,0,7,7,1,1,0,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774
COC(=O)C1=CN=CC=C1,119.71,0,6,6,17,10,0,7,7,1,2,0,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145
CCC1=CC=CC=N1,120.1,0,6,6,17,8,0,9,7,1,0,0,0,0,0,0,0,0,17,8,11,0,0,6,6,14,3,0,0,1,4,0,1,1,0,0,0.285714286,9.666666667,8.921488635,10.19618868,16.65841224,15.95686275,16.148,11.25217784,19.15954166,0.568627451,0.524793449,0.599775805,0.979906602,0.938638985,0.949882353,0.661892814,1.127031863,8.01,0.352941176,1,0,18.791137,10.168863,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1.644,33.615,109.4592803,107.0734993,6.298441135
COC(=O)C1=CC=NC=C1,120.98,0,6,6,17,10,0,7,7,1,2,0,0,0,0,0,0,0,17,10,10,1,0,6,7,13,4,0,0,3,2,1,0,0,0,0,0.142857143,12,11.41770044,11.08395909,17.43190095,16.92941176,17.188,11.4141024,19.16302416,0.705882353,0.671629438,0.651997593,1.025405938,0.995847751,1.011058824,0.671417788,1.127236716,10.03,0.352941176,3,0,19.061551,10.766449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.8682,35.5765,124.4032753,137.0476785,8.061628145
CC(=O)C1=CC=NC=C1,121.29,0,6,6,16,9,0,7,7,1,1,0,0,0,0,0,0,0,16,9,9,1,0,6,7,12,4,0,0,2,3,1,1,0,0,0,0.142857143,10.66666667,10.08567147,10.36915998,16.10123816,15.58039216,15.788,10.93386287,17.95363809,0.666666667,0.630354467,0.648072499,1.006327385,0.97377451,0.98675,0.68336643,1.122102381,9.02,0.375,2,0,18.259551,9.030449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.2842,34.2415,115.6130483,121.0527638,7.56579774
CC1=CC=CC=N1,123.44,0,6,6,14,7,0,7,6,1,0,0,0,0,0,0,0,0,14,7,8,0,0,6,6,11,3,0,0,1,4,0,1,0,0,0,0.166666667,8.333333333,7.753642494,8.654360879,13.77057538,13.23137255,13.388,9.453623353,15.74425202,0.595238095,0.553831607,0.618168634,0.983612527,0.945098039,0.956285714,0.675258811,1.12458943,7.01,0.428571429,1,0,15.787551,8.162449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39002,28.974,92.1632951,93.05784922,6.64698923
C1=CC=C(C=C1)C2=CN=CC=C2,126.6,0,12,12,21,12,0,9,11,1,0,0,0,0,0,0,0,0,22,13,10,0,0,12,12,16,6,0,0,2,7,2,0,0,0,0,0,13.66666667,12.92148864,14.19618868,20.65841224,19.95686275,20.148,15.25217784,23.15954166,0.650793651,0.615308983,0.676008985,0.983733916,0.950326797,0.959428571,0.726294183,1.102835317,37.01,0.571428571,1,0,25.471137,10.168863,2,0,0,0,2,0,1,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,2.7486,49.673,147.4773854,155.0734993,7.384452347
COC1=CN=CC=C1,127.67,0,6,6,15,8,0,7,6,1,1,0,0,0,0,0,0,0,15,8,9,0,0,6,6,12,3,0,0,2,3,0,0,0,0,0,0.166666667,9.666666667,9.085671468,9.369159984,15.10123816,14.58039216,14.788,9.933862874,16.95363809,0.644444444,0.605711431,0.624610666,1.006749211,0.972026144,0.985866667,0.662257525,1.130242539,8.02,0.4,2,0,16.589551,9.898449,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1.0902,30.789,100.953522,109.0527638,7.270184256
