#LB_label,#LA_label,#ID,ChargeTransfer,N#R,R-N(-R)-R,R--N--R,R-N=R,R-NH-R,NH2-R,NH3,O=R,S=R,R-S-R,R--S--R,nN(CO)2,C-041,nH,la_MW,la_AMW,la_Mv,la_Me,la_Mp,la_Ms,la_nAT,la_nSK,la_nBT,la_nBO,la_nBM,la_SCBO,la_ARR,la_RBF,la_nAB,la_nH,la_nC,la_nF,la_nCL,la_nB,la_nHM,la_nX,la_nBnz,la_nHAcc,la_C-026,la_H-050,la_F-084,la_Ui,la_Hy,la_MLOGP,la_LAI
27,12,C8H11N:O2S,-0.13034,0,0,0,0,0,1,0,0,0,0,0,0,0,11,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
28,1,C8H6N2:AlCl3,-0.15794,0,0,2,0,0,0,0,0,0,0,0,0,0,6,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
28,2,C8H6N2:AlH3,-0.14948,0,0,2,0,0,0,0,0,0,0,0,0,0,6,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
28,3,C8H6N2:C18F15Al,-0.17398,0,0,2,0,0,0,0,0,0,0,0,0,0,6,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
28,4,C8H6N2:C3H9Al,-0.13872,0,0,2,0,0,0,0,0,0,0,0,0,0,6,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
28,5,C8H6N2:C2H5AlCl2,-0.15058,0,0,2,0,0,0,0,0,0,0,0,0,0,6,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
28,6,C8H6N2:BH3,-0.31266,0,0,2,0,0,0,0,0,0,0,0,0,0,6,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
28,7,C8H6N2:BF3,-0.28844,0,0,2,0,0,0,0,0,0,0,0,0,0,6,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
28,8,C8H6N2:BCl3,-0.30078,0,0,2,0,0,0,0,0,0,0,0,0,0,6,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
28,9,C8H6N2:BBr3,-0.27632,0,0,2,0,0,0,0,0,0,0,0,0,0,6,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
28,10,C8H6N2:C18BF15,-0.36424,0,0,2,0,0,0,0,0,0,0,0,0,0,6,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
28,11,C8H6N2:BI3,-0.22648,0,0,2,0,0,0,0,0,0,0,0,0,0,6,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
28,12,C8H6N2:O2S,-0.10128,0,0,2,0,0,0,0,0,0,0,0,0,0,6,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
29,1,C10H10N2:AlCl3,-0.161,0,0,2,0,0,0,0,0,0,0,0,0,0,10,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
29,2,C10H10N2:AlH3,-0.15786,0,0,2,0,0,0,0,0,0,0,0,0,0,10,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
29,3,C10H10N2:C18F15Al,-0.17622,0,0,2,0,0,0,0,0,0,0,0,0,0,10,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
29,4,C10H10N2:C3H9Al,-0.14216,0,0,2,0,0,0,0,0,0,0,0,0,0,10,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
29,5,C10H10N2:C2H5AlCl2,-0.15728,0,0,2,0,0,0,0,0,0,0,0,0,0,10,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
29,6,C10H10N2:BH3,-0.3179,0,0,2,0,0,0,0,0,0,0,0,0,0,10,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
29,7,C10H10N2:BF3,-0.29434,0,0,2,0,0,0,0,0,0,0,0,0,0,10,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
29,8,C10H10N2:BCl3,-0.30644,0,0,2,0,0,0,0,0,0,0,0,0,0,10,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
29,9,C10H10N2:BBr3,-0.2826,0,0,2,0,0,0,0,0,0,0,0,0,0,10,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
29,10,C10H10N2:C18BF15,-0.37034,0,0,2,0,0,0,0,0,0,0,0,0,0,10,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
29,11,C10H10N2:BI3,-0.2361,0,0,2,0,0,0,0,0,0,0,0,0,0,10,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
29,12,C10H10N2:O2S,-0.1104,0,0,2,0,0,0,0,0,0,0,0,0,0,10,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
30,1,C8H4N2F2:AlCl3,-0.15562,0,0,2,0,0,0,0,0,0,0,0,0,0,4,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
30,2,C8H4N2F2:AlH3,-0.14308,0,0,2,0,0,0,0,0,0,0,0,0,0,4,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
30,3,C8H4N2F2:C18F15Al,-0.16744,0,0,2,0,0,0,0,0,0,0,0,0,0,4,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
30,4,C8H4N2F2:C3H9Al,-0.1333,0,0,2,0,0,0,0,0,0,0,0,0,0,4,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
30,5,C8H4N2F2:C2H5AlCl2,-0.14826,0,0,2,0,0,0,0,0,0,0,0,0,0,4,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
30,6,C8H4N2F2:BH3,-0.30772,0,0,2,0,0,0,0,0,0,0,0,0,0,4,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
30,7,C8H4N2F2:BF3,-0.28338,0,0,2,0,0,0,0,0,0,0,0,0,0,4,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
30,8,C8H4N2F2:BCl3,-0.2948,0,0,2,0,0,0,0,0,0,0,0,0,0,4,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
30,9,C8H4N2F2:BBr3,-0.26946,0,0,2,0,0,0,0,0,0,0,0,0,0,4,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
30,10,C8H4N2F2:C18BF15,-0.35706,0,0,2,0,0,0,0,0,0,0,0,0,0,4,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
30,11,C8H4N2F2:BI3,-0.2081,0,0,2,0,0,0,0,0,0,0,0,0,0,4,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
30,12,C8H4N2F2:O2S,-0.0909,0,0,2,0,0,0,0,0,0,0,0,0,0,4,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
31,1,C8H11NO2S:AlCl3,-0.1154,0,0,0,0,1,0,0,2,0,1,0,1,0,11,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
31,2,C8H11NO2S:AlH3,-0.09492,0,0,0,0,1,0,0,2,0,1,0,1,0,11,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
31,3,C8H11NO2S:C18F15Al,-0.11542,0,0,0,0,1,0,0,2,0,1,0,1,0,11,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
31,4,C8H11NO2S:C3H9Al,-0.07102,0,0,0,0,1,0,0,2,0,1,0,1,0,11,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
31,5,C8H11NO2S:C2H5AlCl2,-0.09864,0,0,0,0,1,0,0,2,0,1,0,1,0,11,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
31,6,C8H11NO2S:BH3,-0.24758,0,0,0,0,1,0,0,2,0,1,0,1,0,11,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
31,7,C8H11NO2S:BF3,-0.00152,0,0,0,0,1,0,0,2,0,1,0,1,0,11,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
31,10,C8H11NO2S:C18BF15,-0.30426,0,0,0,0,1,0,0,2,0,1,0,1,0,11,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
32,1,C6H8N2O2S:AlCl3,-0.1208,0,1,0,0,1,0,0,2,1,0,0,2,1,8,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
32,2,C6H8N2O2S:AlH3,-0.09772,0,1,0,0,1,0,0,2,1,0,0,2,1,8,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
32,4,C6H8N2O2S:C3H9Al,-0.07258,0,1,0,0,1,0,0,2,1,0,0,2,1,8,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
32,5,C6H8N2O2S:C2H5AlCl2,-0.10412,0,1,0,0,1,0,0,2,1,0,0,2,1,8,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
32,6,C6H8N2O2S:BH3,-0.26092,0,1,0,0,1,0,0,2,1,0,0,2,1,8,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
32,7,C6H8N2O2S:BF3,-0.00182,0,1,0,0,1,0,0,2,1,0,0,2,1,8,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
32,9,C6H8N2O2S:BBr3,-0.24172,0,1,0,0,1,0,0,2,1,0,0,2,1,8,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
32,10,C6H8N2O2S:C18BF15,-0.27746,0,1,0,0,1,0,0,2,1,0,0,2,1,8,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
32,11,C6H8N2O2S:BI3,-0.1988,0,1,0,0,1,0,0,2,1,0,0,2,1,8,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
33,1,C4H3NO2S:AlCl3,-0.10978,0,0,0,0,1,0,0,2,0,1,0,1,1,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
33,2,C4H3NO2S:AlH3,-0.08112,0,0,0,0,1,0,0,2,0,1,0,1,1,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
33,3,C4H3NO2S:C18F15Al,-0.11274,0,0,0,0,1,0,0,2,0,1,0,1,1,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
33,4,C4H3NO2S:C3H9Al,-0.05204,0,0,0,0,1,0,0,2,0,1,0,1,1,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
33,5,C4H3NO2S:C2H5AlCl2,-0.08992,0,0,0,0,1,0,0,2,0,1,0,1,1,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
33,6,C4H3NO2S:BH3,-0.2283,0,0,0,0,1,0,0,2,0,1,0,1,1,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
33,7,C4H3NO2S:BF3,-0.00266,0,0,0,0,1,0,0,2,0,1,0,1,1,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
33,8,C4H3NO2S:BCl3,-0.00584,0,0,0,0,1,0,0,2,0,1,0,1,1,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
33,9,C4H3NO2S:BBr3,-0.005,0,0,0,0,1,0,0,2,0,1,0,1,1,3,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
33,10,C4H3NO2S:C18BF15,-0.269,0,0,0,0,1,0,0,2,0,1,0,1,1,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
33,11,C4H3NO2S:BI3,0.00188,0,0,0,0,1,0,0,2,0,1,0,1,1,3,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
34,1,C4H3NOS2:AlCl3,-0.11594,0,0,0,0,1,0,0,1,1,1,0,0,1,3,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
34,2,C4H3NOS2:AlH3,-0.09032,0,0,0,0,1,0,0,1,1,1,0,0,1,3,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
34,3,C4H3NOS2:C18F15Al,-0.10932,0,0,0,0,1,0,0,1,1,1,0,0,1,3,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
34,4,C4H3NOS2:C3H9Al,-0.06344,0,0,0,0,1,0,0,1,1,1,0,0,1,3,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
34,5,C4H3NOS2:C2H5AlCl2,-0.09972,0,0,0,0,1,0,0,1,1,1,0,0,1,3,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
34,6,C4H3NOS2:BH3,-0.24758,0,0,0,0,1,0,0,1,1,1,0,0,1,3,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
34,7,C4H3NOS2:BF3,-0.0035,0,0,0,0,1,0,0,1,1,1,0,0,1,3,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
34,8,C4H3NOS2:BCl3,-0.00654,0,0,0,0,1,0,0,1,1,1,0,0,1,3,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
34,10,C4H3NOS2:C18BF15,-0.28238,0,0,0,0,1,0,0,1,1,1,0,0,1,3,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
35,1,C5H11N:AlCl3,-0.14708,0,1,0,0,0,0,0,0,0,0,0,0,0,11,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
35,2,C5H11N:AlH3,-0.14432,0,1,0,0,0,0,0,0,0,0,0,0,0,11,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
35,3,C5H11N:C18F15Al,-0.1604,0,1,0,0,0,0,0,0,0,0,0,0,0,11,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
35,4,C5H11N:C3H9Al,-0.13326,0,1,0,0,0,0,0,0,0,0,0,0,0,11,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
35,5,C5H11N:C2H5AlCl2,-0.14238,0,1,0,0,0,0,0,0,0,0,0,0,0,11,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
35,6,C5H11N:BH3,-0.335,0,1,0,0,0,0,0,0,0,0,0,0,0,11,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
35,7,C5H11N:BF3,-0.2929,0,1,0,0,0,0,0,0,0,0,0,0,0,11,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
35,8,C5H11N:BCl3,-0.2996,0,1,0,0,0,0,0,0,0,0,0,0,0,11,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
35,9,C5H11N:BBr3,-0.28536,0,1,0,0,0,0,0,0,0,0,0,0,0,11,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
35,10,C5H11N:C18BF15,-0.35034,0,1,0,0,0,0,0,0,0,0,0,0,0,11,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
35,11,C5H11N:BI3,-0.26196,0,1,0,0,0,0,0,0,0,0,0,0,0,11,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
35,12,C5H11N:O2S,-0.20302,0,1,0,0,0,0,0,0,0,0,0,0,0,11,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
36,1,C7H15N:AlCl3,-0.1473,0,1,0,0,0,0,0,0,0,0,0,0,0,15,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
36,2,C7H15N:AlH3,-0.14216,0,1,0,0,0,0,0,0,0,0,0,0,0,15,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
36,3,C7H15N:C18F15Al,-0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,15,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
36,4,C7H15N:C3H9Al,-0.1302,0,1,0,0,0,0,0,0,0,0,0,0,0,15,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
36,5,C7H15N:C2H5AlCl2,-0.14018,0,1,0,0,0,0,0,0,0,0,0,0,0,15,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
36,6,C7H15N:BH3,-0.3284,0,1,0,0,0,0,0,0,0,0,0,0,0,15,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
36,7,C7H15N:BF3,-0.2915,0,1,0,0,0,0,0,0,0,0,0,0,0,15,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
36,8,C7H15N:BCl3,-0.2964,0,1,0,0,0,0,0,0,0,0,0,0,0,15,117.16,29.29,0.95,1.16,1.36,3.42,4,4,3,3,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,1.364,0
36,9,C7H15N:BBr3,-0.28036,0,1,0,0,0,0,0,0,0,0,0,0,0,15,250.51,62.63,1.24,1.09,1.73,2.4,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.026,0
36,10,C7H15N:C18BF15,-0.34416,0,1,0,0,0,0,0,0,0,0,0,0,0,15,511.99,15.06,0.73,1.2,0.72,4.45,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,1,0,15,3,15,18,0,15,4.248,-0.525,7.875,1
36,11,C7H15N:BI3,-0.25654,0,1,0,0,0,0,0,0,0,0,0,0,0,15,391.51,97.88,1.49,0.97,2.71,1.92,4,4,3,3,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2.604,0
36,12,C7H15N:O2S,-0.20596,0,1,0,0,0,0,0,0,0,0,0,0,0,15,64.07,21.36,0.7,1.24,0.85,5.28,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.585,0,-2.379,0
37,1,C6H13N:AlCl3,-0.1451,0,1,0,0,0,0,0,0,0,0,0,0,0,13,133.33,33.33,1.16,1.1,1.89,3.28,4,4,3,3,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1.364,0
37,2,C6H13N:AlH3,-0.13582,0,1,0,0,0,0,0,0,0,0,0,0,0,13,30.01,7.5,0.63,0.86,1.25,2,4,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,-1.041,0
37,3,C6H13N:C18F15Al,-0.15654,0,1,0,0,0,0,0,0,0,0,0,0,0,13,528.16,15.53,0.76,1.19,0.78,4.43,34,34,36,36,18,45,0.5,0.083,18,0,18,15,0,0,1,15,3,15,15,0,15,4.248,-0.525,7.875,1
37,4,C6H13N:C3H9Al,-0.12914,0,1,0,0,0,0,0,0,0,0,0,0,0,13,72.1,5.55,0.56,0.93,0.79,1.69,13,4,12,3,0,3,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,-0.646,1.364,0
37,5,C6H13N:C2H5AlCl2,-0.1369,0,1,0,0,0,0,0,0,0,0,0,0,0,13,126.95,12.7,0.71,0.99,1.02,2.5,10,5,9,4,0,4,0,0,0,5,2,0,2,0,1,2,0,0,0,0,0,0,-0.359,1.817,0
37,6,C6H13N:BH3,-0.3267,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13.84,3.46,0.42,0.91,0.72,2,4,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.041,0
37,7,C6H13N:BF3,-0.28658,0,1,0,0,0,0,0,0,0,0,0,0,0,13,67.81,16.95,0.51,1.3,0.67,6.33,4,4,3,3,0,3,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,0,0,0.546,0
