#LB_label,#LA_label,#ID,ChargeTransfer,la_nB,nO,AMW,nROCON,la_nHM,nPyrroles,la_Mp,la_nH,nR08,H-047,Total_MW,nH,la_Hy,la_Me,nRNH2,C-024,nCconjX
55,2,C8H13N:AlH3,-0.12648,0,0,5.6,0,1,0,1.25,3,0,5,153.23,13,0.0,0.86,0,0,0
55,3,C8H13N:C18F15Al,-0.15646,0,0,5.6,0,1,0,0.78,0,0,5,651.38,13,-0.525,1.19,0,0,0
55,4,C8H13N:C3H9Al,-0.11302,0,0,5.6,0,1,0,0.79,9,0,5,195.32,13,-0.646,0.93,0,0,0
55,5,C8H13N:C2H5AlCl2,-0.1265,0,0,5.6,0,1,0,1.02,5,0,5,250.17,13,-0.359,0.99,0,0,0
55,6,C8H13N:BH3,-0.31664,1,0,5.6,0,0,0,0.72,3,0,5,137.06,13,0.0,0.91,0,0,0
55,7,C8H13N:BF3,-0.25744,1,0,5.6,0,0,0,0.67,0,0,5,191.03,13,0.0,1.3,0,0,0
55,8,C8H13N:BCl3,-0.28576,1,0,5.6,0,0,0,1.36,0,0,5,240.38,13,0.0,1.16,0,0,0
55,9,C8H13N:BBr3,-0.27502,1,0,5.6,0,0,0,1.73,0,0,5,373.73,13,0.0,1.09,0,0,0
55,10,C8H13N:C18BF15,-0.3334,1,0,5.6,0,0,0,0.72,0,0,5,635.21,13,-0.525,1.2,0,0,0
55,11,C8H13N:BI3,-0.2521,1,0,5.6,0,0,0,2.71,0,0,5,514.73,13,0.0,0.97,0,0,0
55,12,C8H13N:O2S,-0.17714,0,0,5.6,0,0,0,0.85,0,0,5,187.29,13,0.0,1.24,0,0,0
56,1,C6H7NF2:AlCl3,-0.137,0,0,8.2,0,1,0,1.89,0,0,5,264.47,7,0.0,1.1,0,0,0
56,2,C6H7NF2:AlH3,-0.11772,0,0,8.2,0,1,0,1.25,3,0,5,161.15,7,0.0,0.86,0,0,0
56,3,C6H7NF2:C18F15Al,-0.1502,0,0,8.2,0,1,0,0.78,0,0,5,659.3,7,-0.525,1.19,0,0,0
56,4,C6H7NF2:C3H9Al,-0.10584,0,0,8.2,0,1,0,0.79,9,0,5,203.24,7,-0.646,0.93,0,0,0
56,5,C6H7NF2:C2H5AlCl2,-0.12202,0,0,8.2,0,1,0,1.02,5,0,5,258.09,7,-0.359,0.99,0,0,0
56,6,C6H7NF2:BH3,-0.28148,1,0,8.2,0,0,0,0.72,3,0,5,144.98,7,0.0,0.91,0,0,0
56,7,C6H7NF2:BF3,-0.21246,1,0,8.2,0,0,0,0.67,0,0,5,198.95,7,0.0,1.3,0,0,0
56,8,C6H7NF2:BCl3,-0.26702,1,0,8.2,0,0,0,1.36,0,0,5,248.3,7,0.0,1.16,0,0,0
56,9,C6H7NF2:BBr3,-0.26898,1,0,8.2,0,0,0,1.73,0,0,5,381.65,7,0.0,1.09,0,0,0
56,11,C6H7NF2:BI3,-0.2425,1,0,8.2,0,0,0,2.71,0,0,5,522.65,7,0.0,0.97,0,0,0
56,12,C6H7NF2:O2S,-0.10692,0,0,8.2,0,0,0,0.85,0,0,5,195.21,7,0.0,1.24,0,0,0
57,1,C9H4N2O:AlCl3,-0.15466,0,1,9.76,0,1,0,1.89,0,0,4,289.48,4,0.0,1.1,0,0,0
57,2,C9H4N2O:AlH3,-0.13268,0,1,9.76,0,1,0,1.25,3,0,4,186.16,4,0.0,0.86,0,0,0
57,3,C9H4N2O:C18F15Al,-0.16666,0,1,9.76,0,1,0,0.78,0,0,4,684.31,4,-0.525,1.19,0,0,0
57,4,C9H4N2O:C3H9Al,-0.12626,0,1,9.76,0,1,0,0.79,9,0,4,228.25,4,-0.646,0.93,0,0,0
57,5,C9H4N2O:C2H5AlCl2,-0.14608,0,1,9.76,0,1,0,1.02,5,0,4,283.1,4,-0.359,0.99,0,0,0
57,6,C9H4N2O:BH3,-0.25836,1,1,9.76,0,0,0,0.72,3,0,4,169.99,4,0.0,0.91,0,0,0
57,7,C9H4N2O:BF3,-0.15674,1,1,9.76,0,0,0,0.67,0,0,4,223.96,4,0.0,1.3,0,0,0
57,8,C9H4N2O:BCl3,-0.30432,1,1,9.76,0,0,0,1.36,0,0,4,273.31,4,0.0,1.16,0,0,0
57,9,C9H4N2O:BBr3,-0.27726,1,1,9.76,0,0,0,1.73,0,0,4,406.66,4,0.0,1.09,0,0,0
57,10,C9H4N2O:C18BF15,-0.35798,1,1,9.76,0,0,0,0.72,0,0,4,668.14,4,-0.525,1.2,0,0,0
57,11,C9H4N2O:BI3,-0.19434,1,1,9.76,0,0,0,2.71,0,0,4,547.66,4,0.0,0.97,0,0,0
57,12,C9H4N2O:O2S,0.0031,0,1,9.76,0,0,0,0.85,0,0,4,220.22,4,0.0,1.24,0,0,0
58,1,C10H6N2O:AlCl3,-0.1587,0,1,8.96,0,1,0,1.89,0,0,3,303.51,6,0.0,1.1,0,0,0
58,2,C10H6N2O:AlH3,-0.1381,0,1,8.96,0,1,0,1.25,3,0,3,200.19,6,0.0,0.86,0,0,0
58,3,C10H6N2O:C18F15Al,-0.17234,0,1,8.96,0,1,0,0.78,0,0,3,698.34,6,-0.525,1.19,0,0,0
58,4,C10H6N2O:C3H9Al,-0.13196,0,1,8.96,0,1,0,0.79,9,0,3,242.28,6,-0.646,0.93,0,0,0
58,5,C10H6N2O:C2H5AlCl2,-0.15012,0,1,8.96,0,1,0,1.02,5,0,3,297.13,6,-0.359,0.99,0,0,0
58,6,C10H6N2O:BH3,-0.2665,1,1,8.96,0,0,0,0.72,3,0,3,184.02,6,0.0,0.91,0,0,0
58,7,C10H6N2O:BF3,-0.19036,1,1,8.96,0,0,0,0.67,0,0,3,237.99,6,0.0,1.3,0,0,0
58,8,C10H6N2O:BCl3,-0.31126,1,1,8.96,0,0,0,1.36,0,0,3,287.34,6,0.0,1.16,0,0,0
58,9,C10H6N2O:BBr3,-0.28542,1,1,8.96,0,0,0,1.73,0,0,3,420.69,6,0.0,1.09,0,0,0
58,10,C10H6N2O:C18BF15,-0.36096,1,1,8.96,0,0,0,0.72,0,0,3,682.17,6,-0.525,1.2,0,0,0
58,11,C10H6N2O:BI3,-0.20688,1,1,8.96,0,0,0,2.71,0,0,3,561.69,6,0.0,0.97,0,0,0
58,12,C10H6N2O:O2S,0.00034,0,1,8.96,0,0,0,0.85,0,0,3,234.25,6,0.0,1.24,0,0,0
59,1,C9H3N2OF:AlCl3,-0.15368,0,1,10.88,0,1,0,1.89,0,0,3,307.47,3,0.0,1.1,0,0,1
59,2,C9H3N2OF:AlH3,-0.1324,0,1,10.88,0,1,0,1.25,3,0,3,204.15,3,0.0,0.86,0,0,1
59,3,C9H3N2OF:C18F15Al,-0.16662,0,1,10.88,0,1,0,0.78,0,0,3,702.3,3,-0.525,1.19,0,0,1
59,4,C9H3N2OF:C3H9Al,-0.12582,0,1,10.88,0,1,0,0.79,9,0,3,246.24,3,-0.646,0.93,0,0,1
59,5,C9H3N2OF:C2H5AlCl2,-0.14458,0,1,10.88,0,1,0,1.02,5,0,3,301.09,3,-0.359,0.99,0,0,1
59,6,C9H3N2OF:BH3,-0.25814,1,1,10.88,0,0,0,0.72,3,0,3,187.98,3,0.0,0.91,0,0,1
59,7,C9H3N2OF:BF3,-0.1214,1,1,10.88,0,0,0,0.67,0,0,3,241.95,3,0.0,1.3,0,0,1
59,8,C9H3N2OF:BCl3,-0.30328,1,1,10.88,0,0,0,1.36,0,0,3,291.3,3,0.0,1.16,0,0,1
59,9,C9H3N2OF:BBr3,-0.27592,1,1,10.88,0,0,0,1.73,0,0,3,424.65,3,0.0,1.09,0,0,1
59,10,C9H3N2OF:C18BF15,-0.36352,1,1,10.88,0,0,0,0.72,0,0,3,686.13,3,-0.525,1.2,0,0,1
59,11,C9H3N2OF:BI3,-0.18616,1,1,10.88,0,0,0,2.71,0,0,3,565.65,3,0.0,0.97,0,0,1
59,12,C9H3N2OF:O2S,0.00386,0,1,10.88,0,0,0,0.85,0,0,3,238.21,3,0.0,1.24,0,0,1
60,1,C9H2N2OF2:AlCl3,-0.14756,0,1,12.01,0,1,0,1.89,0,0,2,325.46,2,0.0,1.1,0,0,2
60,2,C9H2N2OF2:AlH3,-0.124,0,1,12.01,0,1,0,1.25,3,0,2,222.14,2,0.0,0.86,0,0,2
60,3,C9H2N2OF2:C18F15Al,-0.16848,0,1,12.01,0,1,0,0.78,0,0,2,720.29,2,-0.525,1.19,0,0,2
60,4,C9H2N2OF2:C3H9Al,-0.11712,0,1,12.01,0,1,0,0.79,9,0,2,264.23,2,-0.646,0.93,0,0,2
60,5,C9H2N2OF2:C2H5AlCl2,-0.14316,0,1,12.01,0,1,0,1.02,5,0,2,319.08,2,-0.359,0.99,0,0,2
60,6,C9H2N2OF2:BH3,-0.24548,1,1,12.01,0,0,0,0.72,3,0,2,205.97,2,0.0,0.91,0,0,2
60,7,C9H2N2OF2:BF3,-0.12222,1,1,12.01,0,0,0,0.67,0,0,2,259.94,2,0.0,1.3,0,0,2
60,8,C9H2N2OF2:BCl3,-0.29086,1,1,12.01,0,0,0,1.36,0,0,2,309.29,2,0.0,1.16,0,0,2
60,9,C9H2N2OF2:BBr3,-0.26066,1,1,12.01,0,0,0,1.73,0,0,2,442.64,2,0.0,1.09,0,0,2
60,10,C9H2N2OF2:C18BF15,-0.33522,1,1,12.01,0,0,0,0.72,0,0,2,704.12,2,-0.525,1.2,0,0,2
60,11,C9H2N2OF2:BI3,-0.16022,1,1,12.01,0,0,0,2.71,0,0,2,583.64,2,0.0,0.97,0,0,2
60,12,C9H2N2OF2:O2S,-6e-05,0,1,12.01,0,0,0,0.85,0,0,2,256.2,2,0.0,1.24,0,0,2
61,1,C9H2N2OCl2:AlCl3,-0.15044,0,1,14.06,0,1,0,1.89,0,0,2,358.36,2,0.0,1.1,0,0,2
61,2,C9H2N2OCl2:AlH3,-0.12546,0,1,14.06,0,1,0,1.25,3,0,2,255.04,2,0.0,0.86,0,0,2
61,3,C9H2N2OCl2:C18F15Al,-0.1576,0,1,14.06,0,1,0,0.78,0,0,2,753.19,2,-0.525,1.19,0,0,2
61,4,C9H2N2OCl2:C3H9Al,-0.11686,0,1,14.06,0,1,0,0.79,9,0,2,297.13,2,-0.646,0.93,0,0,2
61,5,C9H2N2OCl2:C2H5AlCl2,-0.14166,0,1,14.06,0,1,0,1.02,5,0,2,351.98,2,-0.359,0.99,0,0,2
61,6,C9H2N2OCl2:BH3,-0.2475,1,1,14.06,0,0,0,0.72,3,0,2,238.87,2,0.0,0.91,0,0,2
61,7,C9H2N2OCl2:BF3,-0.14576,1,1,14.06,0,0,0,0.67,0,0,2,292.84,2,0.0,1.3,0,0,2
61,8,C9H2N2OCl2:BCl3,-0.29638,1,1,14.06,0,0,0,1.36,0,0,2,342.19,2,0.0,1.16,0,0,2
61,9,C9H2N2OCl2:BBr3,-0.26538,1,1,14.06,0,0,0,1.73,0,0,2,475.54,2,0.0,1.09,0,0,2
61,10,C9H2N2OCl2:C18BF15,-0.36012,1,1,14.06,0,0,0,0.72,0,0,2,737.02,2,-0.525,1.2,0,0,2
61,11,C9H2N2OCl2:BI3,-0.16688,1,1,14.06,0,0,0,2.71,0,0,2,616.54,2,0.0,0.97,0,0,2
61,12,C9H2N2OCl2:O2S,0.00124,0,1,14.06,0,0,0,0.85,0,0,2,289.1,2,0.0,1.24,0,0,2
62,1,C11H4N2OS:AlCl3,-0.1555,0,1,11.17,0,1,0,1.89,0,1,3,345.57,4,0.0,1.1,0,1,0
62,2,C11H4N2OS:AlH3,-0.13488,0,1,11.17,0,1,0,1.25,3,1,3,242.25,4,0.0,0.86,0,1,0
62,3,C11H4N2OS:C18F15Al,-0.16944,0,1,11.17,0,1,0,0.78,0,1,3,740.4,4,-0.525,1.19,0,1,0
62,4,C11H4N2OS:C3H9Al,-0.1316,0,1,11.17,0,1,0,0.79,9,1,3,284.34,4,-0.646,0.93,0,1,0
62,5,C11H4N2OS:C2H5AlCl2,-0.15166,0,1,11.17,0,1,0,1.02,5,1,3,339.19,4,-0.359,0.99,0,1,0
62,6,C11H4N2OS:BH3,-0.27072,1,1,11.17,0,0,0,0.72,3,1,3,226.08,4,0.0,0.91,0,1,0
62,7,C11H4N2OS:BF3,-0.20934,1,1,11.17,0,0,0,0.67,0,1,3,280.05,4,0.0,1.3,0,1,0
62,8,C11H4N2OS:BCl3,-0.31166,1,1,11.17,0,0,0,1.36,0,1,3,329.4,4,0.0,1.16,0,1,0
62,9,C11H4N2OS:BBr3,-0.28672,1,1,11.17,0,0,0,1.73,0,1,3,462.75,4,0.0,1.09,0,1,0
62,10,C11H4N2OS:C18BF15,-0.35398,1,1,11.17,0,0,0,0.72,0,1,3,724.23,4,-0.525,1.2,0,1,0
62,11,C11H4N2OS:BI3,-0.2081,1,1,11.17,0,0,0,2.71,0,1,3,603.75,4,0.0,0.97,0,1,0
62,12,C11H4N2OS:O2S,-0.00086,0,1,11.17,0,0,0,0.85,0,1,3,276.31,4,0.0,1.24,0,1,0
63,1,C13H6N2O:AlCl3,-0.15562,0,1,9.37,0,1,0,1.89,0,0,6,339.54,6,0.0,1.1,0,4,0
63,2,C13H6N2O:AlH3,-0.13504,0,1,9.37,0,1,0,1.25,3,0,6,236.22,6,0.0,0.86,0,4,0
63,3,C13H6N2O:C18F15Al,-0.14224,0,1,9.37,0,1,0,0.78,0,0,6,734.37,6,-0.525,1.19,0,4,0
63,4,C13H6N2O:C3H9Al,-0.13048,0,1,9.37,0,1,0,0.79,9,0,6,278.31,6,-0.646,0.93,0,4,0
63,5,C13H6N2O:C2H5AlCl2,-0.14822,0,1,9.37,0,1,0,1.02,5,0,6,333.16,6,-0.359,0.99,0,4,0
63,6,C13H6N2O:BH3,-0.26786,1,1,9.37,0,0,0,0.72,3,0,6,220.05,6,0.0,0.91,0,4,0
63,7,C13H6N2O:BF3,-0.20514,1,1,9.37,0,0,0,0.67,0,0,6,274.02,6,0.0,1.3,0,4,0
63,8,C13H6N2O:BCl3,-0.30602,1,1,9.37,0,0,0,1.36,0,0,6,323.37,6,0.0,1.16,0,4,0
63,9,C13H6N2O:BBr3,-0.27994,1,1,9.37,0,0,0,1.73,0,0,6,456.72,6,0.0,1.09,0,4,0
63,10,C13H6N2O:C18BF15,-0.35336,1,1,9.37,0,0,0,0.72,0,0,6,718.2,6,-0.525,1.2,0,4,0
63,11,C13H6N2O:BI3,-0.21264,1,1,9.37,0,0,0,2.71,0,0,6,597.72,6,0.0,0.97,0,4,0
63,12,C13H6N2O:O2S,0.00012,0,1,9.37,0,0,0,0.85,0,0,6,270.28,6,0.0,1.24,0,4,0
64,1,C14H8N2O:AlCl3,-0.1579,0,1,8.81,0,1,0,1.89,0,0,5,353.57,8,0.0,1.1,0,3,0
64,2,C14H8N2O:AlH3,-0.1377,0,1,8.81,0,1,0,1.25,3,0,5,250.25,8,0.0,0.86,0,3,0
64,3,C14H8N2O:C18F15Al,-0.16208,0,1,8.81,0,1,0,0.78,0,0,5,748.4,8,-0.525,1.19,0,3,0
64,4,C14H8N2O:C3H9Al,-0.13134,0,1,8.81,0,1,0,0.79,9,0,5,292.34,8,-0.646,0.93,0,3,0
64,5,C14H8N2O:C2H5AlCl2,-0.15024,0,1,8.81,0,1,0,1.02,5,0,5,347.19,8,-0.359,0.99,0,3,0
64,6,C14H8N2O:BH3,-0.27192,1,1,8.81,0,0,0,0.72,3,0,5,234.08,8,0.0,0.91,0,3,0
64,7,C14H8N2O:BF3,-0.21342,1,1,8.81,0,0,0,0.67,0,0,5,288.05,8,0.0,1.3,0,3,0
64,8,C14H8N2O:BCl3,-0.30968,1,1,8.81,0,0,0,1.36,0,0,5,337.4,8,0.0,1.16,0,3,0
64,9,C14H8N2O:BBr3,-0.28488,1,1,8.81,0,0,0,1.73,0,0,5,470.75,8,0.0,1.09,0,3,0
64,10,C14H8N2O:C18BF15,-0.35446,1,1,8.81,0,0,0,0.72,0,0,5,732.23,8,-0.525,1.2,0,3,0
64,11,C14H8N2O:BI3,-0.21918,1,1,8.81,0,0,0,2.71,0,0,5,611.75,8,0.0,0.97,0,3,0
64,12,C14H8N2O:O2S,-0.00078,0,1,8.81,0,0,0,0.85,0,0,5,284.31,8,0.0,1.24,0,3,0
65,1,C13H5N2OF:AlCl3,-0.15468,0,1,10.19,0,1,0,1.89,0,0,5,357.53,5,0.0,1.1,0,3,0
65,2,C13H5N2OF:AlH3,-0.1338,0,1,10.19,0,1,0,1.25,3,0,5,254.21,5,0.0,0.86,0,3,0
65,3,C13H5N2OF:C18F15Al,-0.1591,0,1,10.19,0,1,0,0.78,0,0,5,752.36,5,-0.525,1.19,0,3,0
65,4,C13H5N2OF:C3H9Al,-0.12978,0,1,10.19,0,1,0,0.79,9,0,5,296.3,5,-0.646,0.93,0,3,0
65,5,C13H5N2OF:C2H5AlCl2,-0.14676,0,1,10.19,0,1,0,1.02,5,0,5,351.15,5,-0.359,0.99,0,3,0
65,6,C13H5N2OF:BH3,-0.26716,1,1,10.19,0,0,0,0.72,3,0,5,238.04,5,0.0,0.91,0,3,0
65,7,C13H5N2OF:BF3,-0.20368,1,1,10.19,0,0,0,0.67,0,0,5,292.01,5,0.0,1.3,0,3,0
65,8,C13H5N2OF:BCl3,-0.30464,1,1,10.19,0,0,0,1.36,0,0,5,341.36,5,0.0,1.16,0,3,0
65,9,C13H5N2OF:BBr3,-0.27886,1,1,10.19,0,0,0,1.73,0,0,5,474.71,5,0.0,1.09,0,3,0
65,10,C13H5N2OF:C18BF15,-0.35118,1,1,10.19,0,0,0,0.72,0,0,5,736.19,5,-0.525,1.2,0,3,0
65,11,C13H5N2OF:BI3,-0.20716,1,1,10.19,0,0,0,2.71,0,0,5,615.71,5,0.0,0.97,0,3,0
65,12,C13H5N2OF:O2S,0.00114,0,1,10.19,0,0,0,0.85,0,0,5,288.27,5,0.0,1.24,0,3,0
66,1,C13H4N2OF2:AlCl3,-0.151,0,1,11.01,0,1,0,1.89,0,0,4,375.52,4,0.0,1.1,0,2,0
66,2,C13H4N2OF2:AlH3,-0.13,0,1,11.01,0,1,0,1.25,3,0,4,272.2,4,0.0,0.86,0,2,0
66,3,C13H4N2OF2:C18F15Al,-0.1396,0,1,11.01,0,1,0,0.78,0,0,4,770.35,4,-0.525,1.19,0,2,0
66,4,C13H4N2OF2:C3H9Al,-0.12438,0,1,11.01,0,1,0,0.79,9,0,4,314.29,4,-0.646,0.93,0,2,0
66,5,C13H4N2OF2:C2H5AlCl2,-0.143,0,1,11.01,0,1,0,1.02,5,0,4,369.14,4,-0.359,0.99,0,2,0
66,6,C13H4N2OF2:BH3,-0.2597,1,1,11.01,0,0,0,0.72,3,0,4,256.03,4,0.0,0.91,0,2,0
66,7,C13H4N2OF2:BF3,-0.18604,1,1,11.01,0,0,0,0.67,0,0,4,310.0,4,0.0,1.3,0,2,0
66,8,C13H4N2OF2:BCl3,-0.2974,1,1,11.01,0,0,0,1.36,0,0,4,359.35,4,0.0,1.16,0,2,0
66,9,C13H4N2OF2:BBr3,-0.26852,1,1,11.01,0,0,0,1.73,0,0,4,492.7,4,0.0,1.09,0,2,0
66,10,C13H4N2OF2:C18BF15,-0.35282,1,1,11.01,0,0,0,0.72,0,0,4,754.18,4,-0.525,1.2,0,2,0
66,11,C13H4N2OF2:BI3,-0.19424,1,1,11.01,0,0,0,2.71,0,0,4,633.7,4,0.0,0.97,0,2,0
66,12,C13H4N2OF2:O2S,0.00806,0,1,11.01,0,0,0,0.85,0,0,4,306.26,4,0.0,1.24,0,2,0
67,1,C13H4N2OCl2:AlCl3,-0.15284,0,1,12.5,0,1,0,1.89,0,0,4,408.42,4,0.0,1.1,0,2,0
67,2,C13H4N2OCl2:AlH3,-0.12942,0,1,12.5,0,1,0,1.25,3,0,4,305.1,4,0.0,0.86,0,2,0
67,3,C13H4N2OCl2:C18F15Al,-0.1378,0,1,12.5,0,1,0,0.78,0,0,4,803.25,4,-0.525,1.19,0,2,0
67,4,C13H4N2OCl2:C3H9Al,-0.1226,0,1,12.5,0,1,0,0.79,9,0,4,347.19,4,-0.646,0.93,0,2,0
67,5,C13H4N2OCl2:C2H5AlCl2,-0.14448,0,1,12.5,0,1,0,1.02,5,0,4,402.04,4,-0.359,0.99,0,2,0
67,6,C13H4N2OCl2:BH3,-0.2587,1,1,12.5,0,0,0,0.72,3,0,4,288.93,4,0.0,0.91,0,2,0
67,7,C13H4N2OCl2:BF3,-0.18572,1,1,12.5,0,0,0,0.67,0,0,4,342.9,4,0.0,1.3,0,2,0
67,8,C13H4N2OCl2:BCl3,-0.29874,1,1,12.5,0,0,0,1.36,0,0,4,392.25,4,0.0,1.16,0,2,0
67,9,C13H4N2OCl2:BBr3,-0.27834,1,1,12.5,0,0,0,1.73,0,0,4,525.6,4,0.0,1.09,0,2,0
67,10,C13H4N2OCl2:C18BF15,-0.3401,1,1,12.5,0,0,0,0.72,0,0,4,787.08,4,-0.525,1.2,0,2,0
67,11,C13H4N2OCl2:BI3,-0.19476,1,1,12.5,0,0,0,2.71,0,0,4,666.6,4,0.0,0.97,0,2,0
67,12,C13H4N2OCl2:O2S,0.00354,0,1,12.5,0,0,0,0.85,0,0,4,339.16,4,0.0,1.24,0,2,0
68,1,C9H7NO:AlCl3,-0.13906,0,1,8.06,0,1,0,1.89,0,0,6,278.5,7,0.0,1.1,0,4,0
68,2,C9H7NO:AlH3,-0.11892,0,1,8.06,0,1,0,1.25,3,0,6,175.18,7,0.0,0.86,0,4,0
68,3,C9H7NO:C18F15Al,-0.13718,0,1,8.06,0,1,0,0.78,0,0,6,673.33,7,-0.525,1.19,0,4,0
68,4,C9H7NO:C3H9Al,-0.10048,0,1,8.06,0,1,0,0.79,9,0,6,217.27,7,-0.646,0.93,0,4,0
68,5,C9H7NO:C2H5AlCl2,-0.1287,0,1,8.06,0,1,0,1.02,5,0,6,272.12,7,-0.359,0.99,0,4,0
68,6,C9H7NO:BH3,-0.2864,1,1,8.06,0,0,0,0.72,3,0,6,159.01,7,0.0,0.91,0,4,0
68,7,C9H7NO:BF3,-0.21148,1,1,8.06,0,0,0,0.67,0,0,6,212.98,7,0.0,1.3,0,4,0
68,8,C9H7NO:BCl3,-0.28152,1,1,8.06,0,0,0,1.36,0,0,6,262.33,7,0.0,1.16,0,4,0
68,9,C9H7NO:BBr3,-0.27146,1,1,8.06,0,0,0,1.73,0,0,6,395.68,7,0.0,1.09,0,4,0
68,10,C9H7NO:C18BF15,-0.32594,1,1,8.06,0,0,0,0.72,0,0,6,657.16,7,-0.525,1.2,0,4,0
68,11,C9H7NO:BI3,-0.24324,1,1,8.06,0,0,0,2.71,0,0,6,536.68,7,0.0,0.97,0,4,0
68,12,C9H7NO:O2S,-0.04564,0,1,8.06,0,0,0,0.85,0,0,6,209.24,7,0.0,1.24,0,4,0
69,1,C10H9NO:AlCl3,-0.12416,0,1,7.58,0,1,0,1.89,0,0,9,292.53,9,0.0,1.1,0,4,0
69,2,C10H9NO:AlH3,-0.10052,0,1,7.58,0,1,0,1.25,3,0,9,189.21,9,0.0,0.86,0,4,0
69,3,C10H9NO:C18F15Al,-0.1095,0,1,7.58,0,1,0,0.78,0,0,9,687.36,9,-0.525,1.19,0,4,0
69,4,C10H9NO:C3H9Al,-0.08118,0,1,7.58,0,1,0,0.79,9,0,9,231.3,9,-0.646,0.93,0,4,0
69,5,C10H9NO:C2H5AlCl2,-0.10934,0,1,7.58,0,1,0,1.02,5,0,9,286.15,9,-0.359,0.99,0,4,0
69,6,C10H9NO:BH3,-0.26662,1,1,7.58,0,0,0,0.72,3,0,9,173.04,9,0.0,0.91,0,4,0
69,7,C10H9NO:BF3,-0.20746,1,1,7.58,0,0,0,0.67,0,0,9,227.01,9,0.0,1.3,0,4,0
69,8,C10H9NO:BCl3,-0.26022,1,1,7.58,0,0,0,1.36,0,0,9,276.36,9,0.0,1.16,0,4,0
69,9,C10H9NO:BBr3,-0.24884,1,1,7.58,0,0,0,1.73,0,0,9,409.71,9,0.0,1.09,0,4,0
69,10,C10H9NO:C18BF15,-0.2892,1,1,7.58,0,0,0,0.72,0,0,9,671.19,9,-0.525,1.2,0,4,0
69,11,C10H9NO:BI3,-0.21384,1,1,7.58,0,0,0,2.71,0,0,9,550.71,9,0.0,0.97,0,4,0
69,12,C10H9NO:O2S,-0.05754,0,1,7.58,0,0,0,0.85,0,0,9,223.27,9,0.0,1.24,0,4,0
70,1,C9H6NOF:AlCl3,-0.13688,0,1,9.06,0,1,0,1.89,0,0,5,296.49,6,0.0,1.1,0,3,0
70,2,C9H6NOF:AlH3,-0.116,0,1,9.06,0,1,0,1.25,3,0,5,193.17,6,0.0,0.86,0,3,0
70,3,C9H6NOF:C18F15Al,-0.13362,0,1,9.06,0,1,0,0.78,0,0,5,691.32,6,-0.525,1.19,0,3,0
70,4,C9H6NOF:C3H9Al,-0.09708,0,1,9.06,0,1,0,0.79,9,0,5,235.26,6,-0.646,0.93,0,3,0
70,5,C9H6NOF:C2H5AlCl2,-0.12002,0,1,9.06,0,1,0,1.02,5,0,5,290.11,6,-0.359,0.99,0,3,0
70,6,C9H6NOF:BH3,-0.28294,1,1,9.06,0,0,0,0.72,3,0,5,177.0,6,0.0,0.91,0,3,0
70,7,C9H6NOF:BF3,-0.20068,1,1,9.06,0,0,0,0.67,0,0,5,230.97,6,0.0,1.3,0,3,0
70,8,C9H6NOF:BCl3,-0.27712,1,1,9.06,0,0,0,1.36,0,0,5,280.32,6,0.0,1.16,0,3,0
70,9,C9H6NOF:BBr3,-0.26876,1,1,9.06,0,0,0,1.73,0,0,5,413.67,6,0.0,1.09,0,3,0
70,10,C9H6NOF:C18BF15,-0.32092,1,1,9.06,0,0,0,0.72,0,0,5,675.15,6,-0.525,1.2,0,3,0
70,11,C9H6NOF:BI3,-0.2376,1,1,9.06,0,0,0,2.71,0,0,5,554.67,6,0.0,0.97,0,3,0
71,1,C10H8NOF:AlCl3,-0.12184,0,1,8.44,0,1,0,1.89,0,0,8,310.52,8,0.0,1.1,0,3,0
71,2,C10H8NOF:AlH3,-0.09774,0,1,8.44,0,1,0,1.25,3,0,8,207.2,8,0.0,0.86,0,3,0
71,3,C10H8NOF:C18F15Al,-0.12482,0,1,8.44,0,1,0,0.78,0,0,8,705.35,8,-0.525,1.19,0,3,0
71,4,C10H8NOF:C3H9Al,-0.07766,0,1,8.44,0,1,0,0.79,9,0,8,249.29,8,-0.646,0.93,0,3,0
71,5,C10H8NOF:C2H5AlCl2,-0.10696,0,1,8.44,0,1,0,1.02,5,0,8,304.14,8,-0.359,0.99,0,3,0
71,6,C10H8NOF:BH3,-0.26324,1,1,8.44,0,0,0,0.72,3,0,8,191.03,8,0.0,0.91,0,3,0
71,7,C10H8NOF:BF3,-0.19852,1,1,8.44,0,0,0,0.67,0,0,8,245.0,8,0.0,1.3,0,3,0
71,8,C10H8NOF:BCl3,-0.25636,1,1,8.44,0,0,0,1.36,0,0,8,294.35,8,0.0,1.16,0,3,0
71,9,C10H8NOF:BBr3,-0.24582,1,1,8.44,0,0,0,1.73,0,0,8,427.7,8,0.0,1.09,0,3,0
71,11,C10H8NOF:BI3,-0.20712,1,1,8.44,0,0,0,2.71,0,0,8,568.7,8,0.0,0.97,0,3,0
71,12,C10H8NOF:O2S,-0.05198,0,1,8.44,0,0,0,0.85,0,0,8,241.26,8,0.0,1.24,0,3,0
72,1,C9H5NOF2:AlCl3,-0.13606,0,1,10.06,0,1,0,1.89,0,0,4,314.48,5,0.0,1.1,0,2,0
72,2,C9H5NOF2:AlH3,-0.11554,0,1,10.06,0,1,0,1.25,3,0,4,211.16,5,0.0,0.86,0,2,0
72,3,C9H5NOF2:C18F15Al,-0.1158,0,1,10.06,0,1,0,0.78,0,0,4,709.31,5,-0.525,1.19,0,2,0
